,User @,Comment Text,original_comment
239,alimisriegypt,loker tingkat rakyat megah ya gedung rakyat ya nganggur gala naiklapanfan kerja sulit,['loker dong tinggkat kn...untuk...rakyat ...buat ap ..megah y gedung klo rakyat y pada nganggur...segala gala naik..lapanfan jerja sulit di dapat...']
240,alip_alip12,hehe tinggal mobil udah kota pesawat,['hehe akhirnya tinggal naek mobil dah bisa ke ibu kota gk hrus naek pesawat']
241,alip_luxzz05,dukung pembangunan kota nusantara letaknya strategis indonesia seneng banget deh kota berpusat indonesia pilih kasih,"['guwa dukung sih Pembangunan ikn ini. letaknya yang strategis berada di tengah tengah Indonesia', 'seneng banget deh ibukota berpusat pada tengah tengah Indonesia jadi gak pilih kasih']"
242,aliqodri,habis hutan,['habis tu hutan😥']
243,alis.nazwa,pemerintah adi daya presiden,['pasti jadi negara adi daya kalo pade yg jadi presiden']
244,alisucipto886,jakarta layak modal,['jkt udah nggak layak. tapi belum waktunya. karena nggak punya modal.']
245,aliwafalaila,ekonomi jatuh bbm mahal cinta jakarta,"['ekonomi kita nyungsep sekarang, BBM mahal,\nsy lbih cinta jakarta.']"
246,aljunaidi1,duit saudara,['Duiy mana Bro']
247,alkasep8,indonesia majukan,['Demi R.I Makin Maju😌']
248,allenocapolleo,sak karepmulah,['sak karepmulah']
249,almavira2008,duitnya tersedia,['duitnya ada gak 😅😅']
250,almaynand_09,trauma ah sales esemka,"['trauma ah..., waktu jadi sales Esemka...']"
251,almira140440,kemajuan hutang,['kemajuan hutang']
252,almiraww_,pemerintahan dipimpin jokowi dirindukan rakyat indonesia sih,['suatu saat pemerintahan yg dipimpin pak Jokowi bakal dirindukan rakyat indo si😍\U0001f979']
253,alnpeny,bukti nya janji2,['yg penting bukti nya bukan janji2 .']
254,alorlikeproject,mengubah kota dijadikan standar pemerintah majukan wakanda wakanda,['Pindah ibu kota dijadikan standar jd negara maju atau tdk. Wakanda wakanda....']
255,aloysiusbudi5,pejabat hebat pejabat visi misi pendahulunya bukabuka data pendahulu system pemerintah dibentuk agr arah ygbtl,"['pejabat hebat, adalah pejabat yg tau visi misi dari pendahulunya, yaitu buka-buka data pendahulu sejak system negara mulai dibentuk agr tau arah ygbtl']"
256,aloysiusjataflore,majukan langkah pencinta indonesia setia mendukung presiden,['maju terus dengan langkah pasti dan tegas kami pencinta NKRI tetap setia mendukung bapak presiden.']
257,altaveda,sebentar season,['sebentar lagi season baru']
258,alucard2550,kakak orang orang 11 kiamat tolong kak bilang jokowi nya takut nya hoax takut nya,['kakak kata orang orang 11 bulan lagi kiamat tolong dong kak bilang ke pak jokowi soal nya takut nya hoax takut nya bener🙁🥺🥺🥺🥺😭😭😭😭']
259,alviansyah9999,Utangnya pajak,"['Tp utangnya makin banyak, jd pajak makin tinggi']"
260,alvinaurianda,tersedia tersedia jokowi kota dipindahkan Jakarta cocok kota indonesiasalam kenal aceh,"['ada ada Jokowi ibukota malah dipindah,Jakarta padahal udah cocok jadi ibukota Indonesia,salam kenal dari Aceh']"
261,alwa_892,bangun rumah memikirkan lihat keuangan drpada berhutang rumah utang terbatas,['saya bangun rumah aja mikir dulu... liat keuangan cukup apa enggak... drpada ngutang.. rumah jadi tp utang banyak... tambah sumpek']
262,alwito16,uang nya,['uang nya dari mana']
263,alwyslonelyone,air bersih,['kalo air sih masi bersih']
264,amamagan,dukung,['dukung']
265,amangjeka113,lihat iknx,['lihat saja nanti ikn-x']
266,amanisusilowati,the terbaik jokowi semangat majukan,['the best bpk Jokowi dpt memberi kita semangat untuk maju']
267,amer....0___0,bagus nya jam gadang kota indonesia,['bagus nya sih di jam gadang kan itu pernah jadi ibu kota sementara indonesia']
268,amerrriyaaaa,pindahkan penduduknya mengubah kesana penuh sebentar mengubah,['tapi kalo di pindahin dan penduduknya banyak yg mau pindah kesana juga lama kelamaan penuh jg ntar pindah lagi?😂']
269,amicyutuu,jakarta,['paling balik lagi ke jakarta']
270,aminahnoah3,sulit,['sekarang aja udah sulit pak...']
271,amincoww,jokowi thebest,"['Jokowi thebest,,👍👍👍❤️🇮🇩']"
272,amirmahddi,kota,['masa depan kok ibu kota baru']
273,amitabacan17,bandara2 mangkrak,"['Gak yakin, karena bandara2 saja banyak yg mangkrak.']"
274,amoimoshi,ongkos kirim shopee,['ongkir shopee gw begimaneeee😭😭😭🗿']
275,amok465,jalan pedesa an hancur bangunan istana bantu pelosok,['jln kami pedesa an hancur pk dari pada bangunan istana Bantu kami di pelosok']
276,amr_rizal,mikirnya kota saranjana kota indonesia dimasa yah kotanya kalimantan,['kok gw mikirnya kota saranjana ibukota Indonesia dimasa depan ya. Karena kotanya juga di Kalimantan kan?']
277,amragstyl.e_e,semoga indonesia keren deh,['semoga indonesia makin keren deh']
278,amran_s_putra_gw97,selamat presiden,['Bravo Pak Presiden']
279,amzdoaag,konstitusi hutang persen pdb pemerintah,"['Konstitusi Yang mana,\nhutang skrng berapa persen pdb negara']"
280,an_rolanddaud,setuju,['setuju']
281,anagansbdn,,['enggak']
282,anak..sulung,mengubah langkah menyelamatkan jakarta teruskan pelan-pelan,['Mending pindah lah. Setidaknya satu langkah utk menyelamatkan Jakarta sdh d mulai. Selanjutnya akan d teruskan pelan-pelan..']
283,anak_pekayon,esemka ngomong nya sperti,['dlu Esemka pun ngomong nya sperti ini...🤔']
284,anakmalaikatmaut_,saran ruang-ruang warehouse pabrik bangunan kota nusantara,"['Saran aku untuk space2 buat Warehouse, Pabrik bangunan yang ga terlalu penting agak jauh dari IKN ini.']"
285,anakmeme01,semoga perpindahan kota Indonesia pembangunan indonesia merata contohnya kebanyakan papua kalimantan pembangunan merata semoga perpindahan kota Indonesia pembangunan indonesia merata contohnya kebanyakan papua kalimantan pembangunan merata,"['semoga dengan perpindahan ibukota ke Nusantara, pembangunan di Indonesia merata, contohnya kebanyakan di papua & Kalimantan pembangunan belum merata', 'semoga dengan perpindahan ibukota ke Nusantara, pembangunan di Indonesia merata, contohnya kebanyakan di papua & Kalimantan pembangunan belum merata']"
286,anaktunggalkayarayaaaaa,setuju banget capek tinggal jakarta biar tersedia pendatang setuju banget capek tinggal jakarta biar tersedia pendatang,"['setuju bget udah cape tinggal di jkt biar gak ada pendatang lagi 😂', 'setuju bget udah cape tinggal di jkt biar gak ada pendatang lagi 😂']"
287,anamiil15,setuju,['setuju sekali']
288,anamindah170,3 periode,['Lanjut 3 priode']
289,anandaroh,pulau jawa tersedia jakarta,['pulau Jawa bisa apa kalo gk ada jakarta']
290,anayaciyuyuo,menolak,['menolak']
291,andanggurito,lihat budaya masuk kota nusantara budaya indonesia budaya china,"['kita liat saja nanti budaya mana yg bakal banyak masuk ke ikn, budaya Indonesia apa budaya China...']"
292,andi253674,next presiden tersedia yah,['next presiden ada yang seperti dia ga yah?? soalnya yang lama...']
293,andi_mirfawati,hitung menanam saham pemerintah tetangga indonesia asing indonesia rumah,"['itung"" nanam saham suatu saat nanti negara tetangga ke indo kan bukan lagi asing.sama indonesia itu rumah bersama😊']"
294,andi_sahay03,maksutnya orang kalimatan sengsarakan kebutuhan oksigen alam nya rusak,['jadi maksutnya orang kalimatan di sengsarakan untuk kebutuhan oksigen kalian yang alam nya sudah rusak???']
295,andiamir01,pekerjaan,['Good job']
296,andidi35,jokpro presiden kedepannya,['jokpro presiden kedepannya🥰🥰🥰']
297,andikputrasiregar,,['😂😂😂']
298,andini230901,keputusan terbaik indonesia,['Keputusan yg terbaik masa depan RI yg lebih baik.']
299,andins804,takut hutan kalimantan terbuka bangun bangunan semoga aja,['aq takut sih klo hutan kalimantan terbuka jadi bangun bangunan semoga aj nggak😢']
300,andirianto27,reinkarnasi karno jokowi,['Reinkarnasi bung karno bapak jokowi ini.']
301,andisoma1990,1000 persen dukung,['saya 1000 persen dukung 😁😁']
302,andmfli__,ongkos kirim,['Ongkir 🥰🥰🥰🥰']
303,andong3757,buku ips tebal,['Buu IPS makin tebal']
304,andre120391,iya dibangun dijual jual,['iya dibangun dan akhirnya dijual jual😂']
305,andre_ds04,kebanyakan janjijanji,['kebanyakan janji...janji😏']
306,andre_sasmita,setuju mengubah kotatapi,['Setuju pindah Ibu Kota...tapi gak sekarang']
307,andrealdiansyah99,pemerataan sihspya sektor ekonomi berporos jakarta mulu dananya adbtw info tuand rcanain scr mtang²ngk mngkin kali pndahiin riset,"['lebih ke pemerataan ngk sih,,spya smua sektor ekonomi ngk berporos di Jakarta Mulu,,,,', 'dananya blum ad??btw info dri mna tu,,and smua psti udah di rcanain scr mtang²,,ngk mngkin jg kali di pndahiin tnpa di riset dlu']"
308,andreasyogiwibawa,gasskeun,['Gasskeun!...']
309,andrecodot5,setuju kota pindahkan penajam paser utara kalimantan timur,['saya sangat setuju jika ibukota di pindahkan ke penajam Paser Utara (Kalimantan timur)']
310,andreswan2,jakarta raya adem sang perantau,"['JAKARTA RAYA SEMAKIN ""ADEM""\nTIDAK TERLALU BANYAK ""SANG PERANTAU"" 😅😅']"
311,andrevil3,lihat mega proyek uang korupsi,['qta liat di mega proyek ini berapa cuan yg akan d korupsi😁']
312,andri20xtra,menolak,['NOLAK']
313,andribanto,mantap prabowo jokowi semoga cepat rampung,['mantap pak prabowo dan pak jokowi semoga cepat rampung']
314,andribeben,intinya udah tenggelamsejajar aer,['intinya (katanya) dah mau tenggelam/sejajar sama aer']
315,andyx197,lanjutkan jokowi,['lanjutkan pak Jokowi .. 💪💪💪']
316,angga_arifin,jakarta tenggelem,['jadi ini mah jakarta tenggelem🤦']
317,anggaa_ps46,mcem salessedih uuy skelas presiden ngitu,"['mcem sales,sedih uuy skelas presiden ngitu']"
318,anggadcu,majukan indonesia semangatt pakde jokowi gasabarr 2048,"['Maju indonesia semangatt pakde jokowi, gasabarr 2048❤️']"
319,anggadilanakbar,setuju sehat jokowi,['Saya setuju pak sehat pak jokowi 🥰🥰🥰🥰🥰🥰']
320,anggadudunk,setuju lahan kosong pembangunan 0 tertata rapih modern kota hijau konsep hutan kota bagus,"['saya setuju, dengan lahan kosong pembangunan dari 0% pasti lebih tertata rapih modern dan kota hijau pasti krna konsep hutan dalam kota, bagus sih']"
321,anggaoctaviandra,belajar mobil esemka pesan 6000 unit tmbah 1 periode kota nusantara slsai,['belajar dari mobil ESEMKA yg tlh di pesan 6000 unit.\njika di tmbah 1 periode lagi IKN pun akan slsai.']
322,anggi.badut,era jokowi kota pindah,['cuma di era Jokowi ibu kota pindahh😂']
323,angka_itung123,duit semangat,['paling penting duit semangat']
324,angkasa.86,apan,['apan sih???']
325,angling_tengik,,['bukan masa depan\ntapi masa lalu ‼️']
326,angrybird3118,setuju kota nusantara dipindah dibebankan kerakyat duitnya setuju pemindahan kota nusantara pemborosan anggaran,"['saya bisa setuju kl ikn dipindah bila : Tidak dibebankan kerakyat apabila duitnya kurang', 'saya juga tidak setuju ,pemindahan ikn adalah sebuah pemborosan anggaran']"
327,angzzzfyp,buku sejarah numpuk,['buku sejarah makin numpuk😭👍']
328,anikmah211,,['👍👍']
329,animamqhapw,semangat,['semangat']
330,anisarahma2340,mendukung,['pasti banyak yg mendukung']
331,anisarjo,selamat presiden jokowi semangat majukan jokowi tertinggi indonesia,['bravo bpk presiden jokowi semangat maju trs bpk jokowi tertinggi indonesia']
332,anita80817,,['👍👍👍👍']
333,anitaanyaa,rela kota mengubah kalimantan,['gw yg ga rela ibu kota pindah ke Kalimantan😌']
334,anitafmk,jokowi,['cuma jokowi yg bs begini....🥰🥰🥰']
335,anjassuryaaa_,presidenku,['Presidenku🥰']
336,anjim673,semaju,['belum tentu semaju skrg']
337,anjinganjingitu,kalimantan 1 banjir wkwkw sebagi penduduk kalimantan gitu sih wisata air nya,['tapi di Kalimantan 1 Thun sekali banjir wkwkw sebagi penduduk kalimantan gitu si tapi jadi wisata air biasa nya']
338,annie51197,merasakan listrik 24 jam yah jokowi presiden situl benar-benar merasakan nikmatnya hidup,['saya baru merskan listrik 24 jam itu ya waktu Jokowi jadi presiden di situl sya bener2 mrskn nkmatnya hidup']
339,anningmu,hutan,['🥺 Hutan']
340,annywidyastuti885,jokowi presiden hebat dl proyek warisan brobkn proyek jokowi,"['pak jokowi presiden yg hebat', 'yg dl itu proyek warisan bro.bkn proyek pak jokowi']"
341,anonim99999995,pemerintah pusat pindah ngaruh tolong bijak mengambil keputusan semoga Allah melindungiku,['ntah pemerintah pusat pindah/enggak..gk terlalu ngaruh ke saya.. cuma tolong lebih bijak dalam mengambil keputusan.. .(semoga Alloh melindungiku dari']
342,anot_musik,paru dunia tambang industri perkebunan,"['paru dunia apaan, tambang sama industri perkebunan banyak']"
343,antasumaa,2024 perkembangan kota nusantara signifikan,"['2024 belum bisa, karena melihat perkembangan ikn sekarang belum benar benar signifikan.']"
344,anthonybanuborro,jayalah bangsaku indonesia presiden jokowi,['JAYALAH BANGSAKU INDONESIA BERSAMA PRESIDEN JOKOWI']
345,antoniusharianja,salut indonesia,['SALUT UNTUK INDONESIA MASA DEPAN 💪💪👍👍🌈🌈']
346,anz2010,setuju pemerataan mbok yo anggarannya masuk akal menolak kota mengubah orang takut jakarta sepi,['Sy setuju ini pemerataan tapi mbok yo kira2 anggarannya itu ga masuk akal. Yg nolak ibukota pindah itu org yg takut jakarta sepi']
347,aok0h,sehat semoga lindungan allah manapun,"['sehat selalu bapak , semoga selalu dalam lindungan Allah dimanapun bapak berada']"
348,apisneka,orang2 kaya,['buat orang2 kaya saja..']
349,apridson,bisamantap presiden,['yakin pasti bisa...mantap pak presiden']
350,apui_mirah,jakarta majukan indonesia mesti hadeuh beda beda pikiran,['klau di Jakarta ngk bisa maju apa Indonesia... mesti ke sono... hadeuh. beda tempat beda pikiran berarti 😳😳😳']
351,aputputri335,keren,['keren']
352,aqhaf5,baxk sja utang cuna bgun akaess tuk orang asing masuk kerja gangur,['per baxk sja utang sm cuna spya qt bgun akaess tuk org asing msuk krja bru qt yg gangur']
353,aqil3139,wkt kampanye kartu sembako murah,['mirip wkt kampanye kartu sembako murah...😁']
354,aqua.bohong,paru-paru dunia takut hilang,['paru² dunia takut hilang tpi']
355,aquarius_2607,salut jokowi pemikiran matang,['saya salut dengan bapak Jokowi punya pemikiran yang matang']
356,araisammyjunior63,yah hutanhutannya ditebang deh,['yah p\nhutan-hutannya ditebang deh']
357,aray807,hentikan pertikaian politik ayo bangun indonesia majukan brovo jokowi prabowo,['hentikan pertikaian politik ayo bangun NKRI kita menjadi lebih maju .brovo pk jokowi pak Prabowo']
358,aray809,lanjutkan,['lanjutkan pak']
359,arbain.fjr,berpengaruh dunia sih oksigen kebanyak,['bakalan berpengaruh pada dunia juga sihh karena oksigen kebanyak juga dari sana']
360,archein20,krisisiklim,['#krisisiklim']
361,ard_edits019,kota indonesia asumatra Jakarta Kalimantan Malang,['Ibu kota Indonesia adalah....\na.sumatra\nb.jakarta\nc.kalimantan\nd.malang']
362,ardaarda566,ekonomi rakyat sulit penghasilannya pengangguran indonesia ko keras kepala mindain kota tersedia yah,"[""ekonomi lagi begini dan Rakyat lagi sulit penghasilannya & pengangguran hampir di seluruh Indonesia Ko' malah ngotot mau mindain ibu kota ada apa ya?""]"
363,ardesen_,beruntung tinggal kota,['hoki cuy tinggal didekat ibukota baru 😅']
364,ardianpascal,,['😂😂😂😂']
365,ardiansyah20206,semoga paru paru dunia terjaga,['semoga aja paru paru dunia tetap terjaga 🙂']
366,ardiwiryad,mantaaaaabbbb mantaaaaabbbb,"['mantaaaaabbbb', 'mantaaaaabbbb']"
367,arerendyaprillia,kaya bilang indonesia meroket,['sama kaya lagi bilang Indonesia bakal meroket tapi nyatanya']
368,arfatsantoso42,sulit klngak mimpin,['SULIT KL.NGAK BISA MIMPIN ...']
369,arfkst1,iy presiden pemerintah hrs sejajar pemerintah pemerintah majukan,['Iy pak Presiden negara kita hrs bisa sejajar dgn negara negara maju .']
370,arhyrhybowoputras,selamat bnr2 presiden terbaik jokowi,['bravo... bnr2 presiden terbaik bpk Jokowi']
371,ari.suprianto,jakarta kalimantan rusak tolak,['GUA TETAP JAKARTA..\nGUA GAK PENGEN KALIMANTAN RUSAK..\n#TOLAK']
372,ari4479,mantap jokowi dihati,['mantap ....pak De Jokowi selalu dihati']
373,ari__wahyudi,hutan hutan kalimantan hancur,['apakah hutan hutan Kalimantan akan hancur']
374,ari_gokilabisvlog,pengusaha muda beli tanah infes bossss indonesia kota pemerintah strategis,"['pengusaha muda siap siap beli tanah infes bossss ❤️❤️❤️❤️❤️', 'Indonesia ibu kota baru negara besar tempat strategis ❤️👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍']"
375,arianto1978,faham mengertiyang lihat hasilnya,['Hanya yang faham dan yang mengerti.yang penting lihat saja nnti hasilnya.']
376,aricakung,lunas belom sebentar kota nusantara nyewa kaya kcjb 50 lunas,"['udah lunas belom , ntar IKN nyewa lagi , kaya KCJB .... 50 tahun baru lunas']"
377,arie_ode,memindahkan rakyat tiongkok iikn,['Ingin memindahkan rakyat Tiongkok ke iIKN']
378,ariearka0101,kabarnya mangkrak investor ngilang,"['Kabarnya mangkrak, krn investor pd ngilang??.. Betul ga??']"
379,arieffaiza,mendukungdr segi lokasi strategis tgh indonesia kelilingi sabuk tektonik,['mendukung..dr segi lokasi jg strategis berada di tgh Indonesia dan tdk di kelilingi sabuk tektonik']
380,ariefmuha9,,['bismillah🇮🇩🔥']
381,ariensdcute,mndukunglah,['mndukunglah.....']
382,arieszanswongs,sales marketinglg promosi,['sales marketing..lg promosi..🙈🙈🤣🤣🤣🤣']
383,arieszingsaw,hamburkan uang,['terus hamburkan uang😂']
384,arif_sb0,kota nusantara disalesin langsung presiden salesnya,['ikn baru disalesin langsung presiden salesnya 😂']
385,arifatur30,dukung pemerintah,['Saya selalu dukung pak jika itu baik untuk negara Kita👍']
386,arifendi1,kota nusantara,['gak bakalan jadi itu IKN']
387,ariffradanah123,istanah ataow kota lamaitu penuh perjuangan tantanganbukan cuman harta ben drah nyawataruhannyamerdeka kota jkarta,['istanah ataow ibu kota lama.itu penuh dengan perjuangan dn tantangan.bukan cmn harta ben tpi drah dn nyawa.taruhannya.merdeka di ibukota jkarta.']
388,arifguchi,kota nusantara tersedia referendum rakyat indonesiajakarta sejarah perjuangan,['seharusnya ikn harus ada referendum rakyat indonesia......jakarta itu punya sejarah perjuangan']
389,arifranau,rakyat setuju pemindahan kota,"['saya sebagai rakyat biasa,,,sangat setuju dengan pemindahan ibukota']"
390,ariira50,gagasan orang tiongkok bos mu,['gagasan orang Tiongkok bos besar mu']
391,arikdwiprayoga,kampung,['dari kampung ia 😅']
392,aripalli123,mksh,['mksh pak']
393,aris_juve,jokowi,['jokowi🥰🥰🥰🥰']
394,arisantang380,nya transformasi menyengsengsarakan rakyat level ekonomi ind rakyat level bwh,['pertanyaan nya adalah ? transformasi itu menyengsengsarakan rakyat level bawah atau tidak ? apakah ekonomi ind akan semakin baik bagi rakyat level bwh']
395,ariwiluswilis,salam 3 periode,['salam 3 periode']
396,arjombbrankast,dukung new iknjakarta udah ruwet padatpakde,['Kita dukung NEW IKN....Jakarta dah terlalu ruwet terlalu padat....pakDe👍👍👍']
